id,random_32,lru_32,random_64,lru_64,random_128,lru_128,random_256,lru_256,random_512,lru_512,random_1024,lru_1024,random_2048,lru_2048,random_4096,lru_4096,random_8192,lru_8192,total_accesses
445.gobmk-17B_524,0.021489,1398512,0.013556,943856,0.009345,683248,0.005989,550608,0.002693,120976,0.001351,86672,0.000619,52656,0.000000,0,0.000000,0,98092416
445.gobmk-2B_0,0.028567,1878384,0.018559,1296672,0.012030,902336,0.006843,475152,0.002816,165728,0.000375,14224,0.000000,0,0.000000,0,0.000000,0,95464512
445.gobmk-2B_179,0.026004,1967648,0.016485,1329216,0.010199,823040,0.005806,441456,0.002999,216752,0.001290,80016,0.000314,26928,0.000000,0,0.000000,0,108796752
445.gobmk-30B_0,0.021794,401280,0.014837,309680,0.011542,263136,0.009040,239616,0.005378,226736,0.002449,41248,0.000619,19824,0.000000,0,0.000000,0,28301472
445.gobmk-30B_54,0.019231,1566768,0.011481,990048,0.007575,704624,0.004707,527936,0.002449,182464,0.001351,111776,0.000619,62400,0.000000,0,0.000000,0,126210544
445.gobmk-30B_276,0.021000,1996416,0.012335,1252464,0.007575,799552,0.004768,493264,0.002999,323328,0.001900,191968,0.001290,137824,0.000863,111344,0.000131,41184,145729088
445.gobmk-30B_534,0.026553,1904928,0.017095,1309328,0.011298,927584,0.007026,523808,0.004097,307952,0.002388,167056,0.001473,117664,0.000985,82640,0.000497,52272,105589456
445.gobmk-36B_0,0.013434,1070448,0.007331,630720,0.004463,419184,0.002999,286304,0.002083,217216,0.001473,144048,0.000985,112656,0.000192,42704,0.000000,0,131713424
445.gobmk-36B_230,0.017705,1140976,0.011054,752352,0.007636,550912,0.004768,494544,0.002205,104144,0.001168,79808,0.000619,51344,0.000000,0,0.000000,0,96765888
445.gobmk-36B_394,0.031862,1892720,0.021489,1345920,0.014776,979488,0.009467,618400,0.005012,293040,0.002205,97152,0.001168,61376,0.000619,50816,0.000000,0,83344560
447.dealII-3B_0,0.012762,3016976,0.006843,828288,0.004219,693648,0.002632,346832,0.001778,257904,0.001290,228288,0.000741,160320,0.000000,0,0.000000,0,202234416
447.dealII-3B_364,0.013678,2993648,0.007270,940512,0.004585,723136,0.002938,429264,0.001473,228208,0.000680,79456,0.000192,30624,0.000000,0,0.000000,0,202619328
447.dealII-3B_705,0.267838,639664,0.249165,609008,0.236106,589040,0.225305,571440,0.206205,550304,0.130903,505072,0.000000,0,0.000000,0,0.000000,0,2618400
447.dealII-3B_717,0.207181,612656,0.192109,579248,0.181674,562992,0.172215,545568,0.149332,521088,0.071527,470032,0.014898,20752,0.008735,20064,0.006965,18720,3257280
450.soplex-247B_0,0.311958,659488,0.298350,625376,0.283948,595408,0.268448,560400,0.249592,526960,0.224024,468512,0.191743,369504,0.151467,302144,0.083671,211744,2169792
450.soplex-247B_6,0.297984,685072,0.282057,640128,0.266435,602240,0.251606,569440,0.235496,542720,0.213223,496928,0.181552,396480,0.139568,285424,0.059323,213056,2374480
450.soplex-247B_13,0.324651,761648,0.310981,724976,0.296397,688784,0.280897,649824,0.263200,613408,0.239768,561376,0.208524,457280,0.167455,366864,0.092763,259280,2408480
450.soplex-247B_20,0.203215,614448,0.190522,576560,0.178562,540272,0.166601,505968,0.152627,467616,0.134320,410064,0.111436,324384,0.077569,242832,0.028445,27216,3183472
450.soplex-247B_27,0.205900,875024,0.188081,793952,0.170690,719264,0.152566,642336,0.132001,554304,0.108019,430400,0.082878,303808,0.061398,218208,0.043823,164432,4517008
450.soplex-247B_35,0.304696,756352,0.289074,709968,0.272842,668896,0.256305,624384,0.238974,585360,0.218654,535408,0.190827,469808,0.152444,344480,0.092580,261040,2559040
450.soplex-247B_43,0.305123,772864,0.290234,727216,0.275100,689136,0.259783,648944,0.243002,613040,0.221583,561776,0.191987,465840,0.152139,353664,0.072077,269648,2610176
450.soplex-247B_51,0.309578,801680,0.292614,747120,0.275161,701392,0.257891,654128,0.239890,612992,0.217799,562016,0.187593,470512,0.147867,336736,0.067256,276352,2671120
450.soplex-247B_59,0.304635,685568,0.287549,635968,0.270828,597424,0.255206,563648,0.238791,536320,0.217372,491792,0.186800,406704,0.144267,299040,0.058896,217328,2323504
450.soplex-247B_66,0.328068,848736,0.310310,791200,0.292186,744672,0.274246,695232,0.255573,655344,0.233116,598928,0.203215,505184,0.163306,382064,0.085502,299616,2668624
450.soplex-247B_74,0.178318,754944,0.167577,705104,0.157204,669072,0.146036,617568,0.133283,560960,0.117966,492272,0.099842,399440,0.076470,320976,0.052244,140240,4432752
450.soplex-247B_82,0.255084,855632,0.236716,787152,0.218104,724736,0.198821,658944,0.177646,589824,0.152871,504736,0.124983,393520,0.099537,286624,0.079643,234592,3522752
450.soplex-247B_90,0.306649,699152,0.289379,650320,0.272171,611280,0.255695,573056,0.238303,541296,0.215847,494240,0.184542,405520,0.141460,299120,0.056333,217664,2359408
450.soplex-247B_97,0.324590,834880,0.307015,776864,0.289013,731840,0.271378,683760,0.253132,643536,0.231285,591552,0.201933,500272,0.162268,377904,0.084220,295408,2650848
450.soplex-247B_105,0.298533,732976,0.283399,690160,0.267289,647616,0.250752,603376,0.233116,564576,0.212185,512288,0.183993,442944,0.144938,328656,0.063350,249632,2528656
450.soplex-247B_113,0.301035,654080,0.285657,612096,0.270950,582144,0.257403,553824,0.243185,531168,0.223841,496224,0.194061,414112,0.152322,290288,0.070978,227728,2247968
450.soplex-247B_120,0.315497,723088,0.299509,680384,0.282423,639280,0.264360,593872,0.244283,552800,0.219569,494288,0.187227,411392,0.145670,302496,0.072382,227248,2359440
450.soplex-247B_127,0.270767,682480,0.259356,650704,0.248433,626816,0.237205,600512,0.223902,567168,0.205900,523248,0.181491,444352,0.152871,344640,0.116135,289504,2607904
450.soplex-247B_133,0.184664,844816,0.168493,762704,0.152322,688784,0.135174,608000,0.116318,514880,0.095448,412032,0.073602,300624,0.051207,209552,0.031557,116304,4839232
450.soplex-247B_141,0.326176,668912,0.310310,625760,0.294871,596384,0.280104,566672,0.263994,542464,0.241232,503936,0.206754,404576,0.164587,281136,0.123702,227440,2110960
450.soplex-247B_147,0.314033,683344,0.303232,654816,0.292186,632272,0.280775,606176,0.267289,583296,0.247457,542992,0.215236,462912,0.170995,321440,0.100330,244288,2224592
450.soplex-247B_154,0.319830,735824,0.304086,692688,0.287305,653312,0.269669,609808,0.250203,569536,0.226343,513008,0.194245,432736,0.152566,309488,0.081047,237616,2366640
450.soplex-247B_161,0.329227,677216,0.312873,631968,0.296824,600992,0.281507,569488,0.265275,543792,0.243002,507264,0.209317,411360,0.165991,290736,0.097279,231568,2115360
450.soplex-247B_167,0.317694,689040,0.306710,660736,0.295604,637440,0.284131,612304,0.270767,588592,0.251057,550768,0.218410,467984,0.173070,324352,0.101856,243536,2218960
450.soplex-247B_174,0.318548,736368,0.302804,693632,0.285901,653536,0.268021,607488,0.248189,566496,0.224085,507184,0.192475,427952,0.152261,312448,0.082450,242656,2377808
450.soplex-247B_181,0.326054,667664,0.309822,623536,0.294078,594160,0.279188,564208,0.263200,539040,0.240988,502768,0.207486,406896,0.164404,288352,0.095570,228944,2109232
450.soplex-247B_187,0.208036,733888,0.197784,697344,0.187959,664704,0.177524,628992,0.165137,585520,0.149088,525504,0.129011,438304,0.103992,350384,0.072382,261312,3669232
450.soplex-247B_194,0.212002,805616,0.194672,734896,0.177524,670912,0.159522,601360,0.138897,521280,0.114488,413920,0.088431,290688,0.066523,211568,0.049498,166128,4030128
450.soplex-247B_202,0.343507,661328,0.331790,633424,0.319769,610704,0.307259,586576,0.292675,562384,0.271500,525232,0.237998,450096,0.193085,331344,0.139812,244528,1964320
450.soplex-247B_208,0.319769,734160,0.304086,693216,0.287366,653648,0.269730,608640,0.250081,569104,0.226098,510944,0.193817,431552,0.152078,307776,0.080986,236576,2364416
450.soplex-247B_215,0.328373,673792,0.311897,627904,0.295970,598320,0.280958,569024,0.264848,542816,0.242636,506048,0.209073,409904,0.166052,291168,0.097706,232400,2113088
450.soplex-247B_221,0.319342,694544,0.308663,666432,0.297678,643648,0.286389,618864,0.273086,594416,0.253437,556128,0.221034,473872,0.175755,336112,0.104785,247312,2222656
450.soplex-247B_228,0.320257,740544,0.304757,698656,0.287976,658848,0.270218,612832,0.250508,572640,0.226343,514912,0.194367,433216,0.153481,315264,0.083122,242032,2377264
450.soplex-247B_235,0.325810,667552,0.309700,621808,0.294139,594688,0.279372,564336,0.263445,539344,0.241171,502624,0.207548,406864,0.164465,288480,0.095753,229152,2107824
450.soplex-247B_241,0.323186,701296,0.312324,672128,0.301340,650368,0.289990,625104,0.276625,601056,0.257159,561424,0.224817,483712,0.178684,349872,0.106982,247152,2216880
450.soplex-247B_248,0.171239,809744,0.158729,749632,0.146464,698592,0.133344,631552,0.118515,553984,0.102161,463648,0.084708,374800,0.064571,291360,0.046508,159776,5013824
450.soplex-247B_256,0.295543,823760,0.278639,765920,0.260515,714560,0.241110,658256,0.219325,597312,0.192780,523280,0.160499,419808,0.129072,299216,0.104602,254336,2875104
450.soplex-247B_263,0.331546,790896,0.315802,739712,0.300119,704384,0.285047,666944,0.268570,638192,0.245687,591344,0.212490,475264,0.167577,364448,0.096791,246592,2445296
450.soplex-247B_270,0.291820,649776,0.281141,622608,0.270279,597936,0.259051,572960,0.246053,548272,0.227990,512224,0.200103,439424,0.161658,318992,0.094594,247504,2282032
450.soplex-247B_277,0.330448,784240,0.317572,748464,0.304025,715648,0.289501,680240,0.272110,643728,0.247640,588176,0.211026,479312,0.161963,334928,0.084403,229600,2430912
450.soplex-247B_284,0.317633,766128,0.302072,717152,0.286572,681200,0.271683,643984,0.255390,614672,0.232445,572784,0.198760,451024,0.155495,328256,0.087576,243328,2480640
450.soplex-247B_291,0.313849,715728,0.303781,688336,0.293468,665088,0.282667,640304,0.269486,615552,0.248982,577376,0.216579,475472,0.171849,359072,0.100574,245088,2327136
450.soplex-247B_298,0.323369,674144,0.310188,641936,0.296275,612944,0.281263,580704,0.263933,545120,0.240622,503696,0.206632,411552,0.161109,294096,0.090261,208976,2138000
450.soplex-247B_304,0.313056,667600,0.301096,637024,0.288891,612496,0.276320,583760,0.261797,558288,0.241171,518800,0.209988,433216,0.163672,333680,0.088492,191152,2184336
450.soplex-247B_310,0.149332,662176,0.138592,616832,0.128584,577840,0.118088,528528,0.106005,474976,0.092275,397680,0.077630,323680,0.061214,270480,0.045776,154288,4723472
450.soplex-247B_317,0.287915,782080,0.271378,727968,0.254413,679424,0.237022,631696,0.217738,585696,0.193329,518336,0.161902,418240,0.129377,293744,0.104846,239072,2807328
450.soplex-247B_324,0.313239,771824,0.299448,732528,0.285047,696656,0.269852,657552,0.252460,618608,0.229333,562864,0.196014,470192,0.150979,340752,0.080864,220832,2531648
450.soplex-247B_331,0.327458,669904,0.312263,630256,0.296763,597808,0.281446,565664,0.264177,538832,0.240683,493888,0.207303,400688,0.163428,295408,0.094228,212656,2098640
450.soplex-247B_337,0.317450,652320,0.304147,619376,0.290905,593440,0.277602,565824,0.261797,541280,0.237937,498240,0.202483,387840,0.156837,281296,0.084281,201648,2113792
450.soplex-247B_343,0.317816,719760,0.307625,693040,0.297312,670384,0.286511,645792,0.273330,620704,0.252888,582048,0.220240,481024,0.175327,359952,0.104663,250624,2314640
450.soplex-247B_350,0.328190,688800,0.314399,654560,0.299814,624608,0.283887,588784,0.265092,552272,0.240012,499472,0.204985,408400,0.159217,285248,0.086722,210736,2151520
450.soplex-247B_356,0.323125,786624,0.306832,735664,0.290783,696896,0.275466,660672,0.259234,629712,0.237083,587456,0.205168,470848,0.162024,364144,0.090750,243408,2507504
450.soplex-247B_363,0.287305,754512,0.275893,721920,0.263933,690336,0.251179,655984,0.236289,618480,0.216884,565184,0.189973,483888,0.151834,374512,0.084586,270416,2698832
450.soplex-247B_371,0.173436,885984,0.160499,814992,0.148111,760784,0.135052,691472,0.120285,609856,0.103686,510592,0.086356,409536,0.067927,332816,0.051695,205392,5409792
450.soplex-247B_379,0.322698,786432,0.303232,726672,0.283033,675600,0.263139,624352,0.242392,582688,0.217799,524160,0.187044,429984,0.152139,329088,0.116379,262048,2517712
450.soplex-247B_386,0.297739,663184,0.284864,630208,0.271255,599072,0.256671,565136,0.239768,530640,0.217738,478736,0.187898,400960,0.148233,296112,0.073724,232512,2288256
450.soplex-247B_393,0.299265,675504,0.283216,630832,0.267594,595984,0.252643,563920,0.236411,535472,0.214931,486880,0.184176,402256,0.140849,297168,0.052976,210032,2335984
450.soplex-247B_400,0.316596,687776,0.301279,650848,0.284742,610720,0.267228,570288,0.248189,531472,0.225915,479184,0.197052,416000,0.157631,319232,0.077019,240576,2235520
450.soplex-247B_407,0.311897,675664,0.296946,633328,0.282789,605008,0.269547,579120,0.255573,554832,0.236533,521968,0.207120,437376,0.165625,318864,0.085197,252640,2233056
450.soplex-247B_414,0.315741,755456,0.297678,702352,0.279127,656544,0.260332,611344,0.239890,568432,0.214870,505952,0.182833,414304,0.140788,314384,0.054563,232544,2472704
450.soplex-247B_421,0.189851,715952,0.178745,670784,0.167822,633744,0.156105,587792,0.142863,533776,0.127180,472400,0.108934,391504,0.085135,316848,0.059018,137872,3936640
450.soplex-247B_428,0.230187,794320,0.212673,729072,0.195831,670480,0.178745,613376,0.159645,550640,0.136639,462016,0.110155,360160,0.086051,253696,0.067866,203216,3646272
450.soplex-247B_436,0.328251,783808,0.310249,730544,0.291515,686048,0.272537,637440,0.252277,594752,0.227685,538016,0.196075,442336,0.155922,340192,0.086783,259904,2463648
450.soplex-247B_443,0.292430,734032,0.279555,696784,0.265946,661856,0.251484,624416,0.235374,584576,0.215358,533280,0.187288,461456,0.148111,343504,0.077813,251376,2579824
450.soplex-247B_451,0.296580,689872,0.279921,640624,0.263628,602944,0.248311,567504,0.232262,537536,0.210538,495904,0.178745,396704,0.136822,280896,0.060177,215520,2404352
450.soplex-247B_458,0.307442,730416,0.293468,692208,0.278700,655920,0.263200,617344,0.246236,578928,0.226526,527392,0.199798,467760,0.161414,354448,0.091482,249824,2441984
450.soplex-247B_465,0.303903,737232,0.287610,686928,0.271500,647600,0.256305,611312,0.240500,581456,0.219691,537408,0.188569,446608,0.147013,308192,0.070429,246624,2501856
450.soplex-247B_473,0.298411,778032,0.285108,739712,0.271255,703344,0.256244,663312,0.239463,618096,0.219081,563216,0.193512,482656,0.161109,400240,0.112352,300080,2687200
450.soplex-247B_480,0.174046,883968,0.160255,809952,0.146830,747776,0.132489,671984,0.116196,583136,0.097889,471760,0.078362,366592,0.057187,266288,0.039673,148320,5388272
450.soplex-247B_488,0.315131,736320,0.296519,682784,0.277663,634656,0.259661,591424,0.241964,555952,0.221522,515136,0.193634,444880,0.159400,329616,0.125167,261872,2412928
450.soplex-247B_495,0.297800,646992,0.285474,615120,0.273086,588384,0.260821,562288,0.246846,536832,0.226953,502368,0.197296,409840,0.157082,304944,0.084098,232560,2232608
450.soplex-247B_502,0.320806,799392,0.304025,747968,0.287121,706608,0.270340,662736,0.252033,625392,0.227868,571216,0.195648,451024,0.153664,359232,0.077019,255312,2572016
450.soplex-247B_509,0.299143,790112,0.286450,752896,0.273391,717808,0.259844,680080,0.244588,644128,0.223780,594064,0.193573,491568,0.151406,372176,0.072138,261664,2716960
450.soplex-247B_517,0.302377,707312,0.286389,661216,0.270706,623840,0.255817,590064,0.239524,562608,0.216884,517200,0.185091,405200,0.144877,302608,0.072321,236672,2417488
450.soplex-247B_524,0.307442,737216,0.294688,702512,0.281263,668752,0.267045,633472,0.250996,597792,0.230126,549632,0.201567,461120,0.162085,361632,0.089224,251072,2460528
450.soplex-247B_531,0.258258,737920,0.245565,698688,0.233360,664752,0.221217,631680,0.207364,596496,0.189729,543712,0.167700,463280,0.139934,386112,0.101429,294272,2970464
450.soplex-247B_538,0.187715,838272,0.171361,756944,0.154946,683632,0.137432,603488,0.117905,508752,0.096181,403952,0.073480,287424,0.051573,203056,0.032229,120176,4720752
450.soplex-247B_546,0.310615,686928,0.296763,646704,0.283399,619760,0.270767,593488,0.256549,570592,0.236167,529840,0.205656,433216,0.165930,325232,0.117600,248112,2273920
450.soplex-247B_553,0.317755,754352,0.299021,699280,0.279982,654624,0.260882,607840,0.240439,565104,0.215542,504096,0.183749,413264,0.142375,314352,0.058590,236640,2457632
450.soplex-247B_560,0.310798,773552,0.294749,725696,0.278090,683168,0.261126,639024,0.243307,599632,0.222315,546144,0.194000,474208,0.154274,349984,0.072504,267696,2566912
450.soplex-247B_568,0.305184,673632,0.290051,631888,0.274734,598912,0.259173,564912,0.242209,530240,0.220423,485440,0.189973,403504,0.149576,294880,0.066768,237408,2273440
450.soplex-247B_575,0.305978,694256,0.288220,643968,0.270706,604080,0.254047,566480,0.236411,535744,0.213955,485312,0.183016,399392,0.140727,296112,0.054136,217104,2348800
450.soplex-247B_582,0.281751,800768,0.268509,759728,0.254840,720288,0.240378,676368,0.224512,633520,0.205961,576768,0.182833,505760,0.154091,404096,0.110826,341776,2933952
450.soplex-247B_590,0.180453,860064,0.165198,779696,0.150125,710864,0.133954,632464,0.115708,538896,0.095204,427824,0.073114,317616,0.049254,203232,0.029422,108304,5048896
450.soplex-247B_598,0.312995,800192,0.296519,747968,0.279555,704736,0.262712,659344,0.244833,620208,0.222376,566160,0.191315,469952,0.153176,337584,0.107287,276624,2636864
450.soplex-247B_606,0.302926,681920,0.286267,634704,0.269791,597168,0.254169,563120,0.237327,534464,0.215542,484960,0.184725,401504,0.141704,294912,0.054685,214720,2325616
450.soplex-247B_613,0.321538,719968,0.306954,682352,0.291210,646512,0.274490,605248,0.255634,567200,0.232384,509184,0.202666,431152,0.163428,339632,0.091787,252560,2302512
450.soplex-247B_620,0.303537,661040,0.288464,618944,0.274002,588608,0.260332,560336,0.245748,536336,0.225854,496592,0.194977,416016,0.151712,286272,0.067012,224256,2245520
450.soplex-247B_627,0.324590,776288,0.305917,719280,0.286816,674496,0.267716,626192,0.247396,585168,0.222925,524736,0.191987,432320,0.152017,335600,0.070490,257776,2468992
450.soplex-247B_634,0.276625,748592,0.264665,713808,0.252216,679712,0.238608,640752,0.223169,596720,0.204313,545984,0.179843,474352,0.149820,364176,0.104968,318144,2786736
450.soplex-247B_642,0.178501,878496,0.163123,794656,0.147928,723776,0.131818,640272,0.113633,546320,0.093313,430800,0.070612,320992,0.045532,187552,0.027408,94208,5209696
450.soplex-247B_650,0.309334,736480,0.291759,683552,0.274795,642784,0.259112,607664,0.242697,578016,0.221156,531872,0.191254,440720,0.155861,329136,0.120407,256592,2463056
450.soplex-247B_657,0.286755,741296,0.272903,702112,0.258563,663664,0.243734,623424,0.227258,585376,0.207364,527168,0.180148,465248,0.143901,326272,0.082756,252624,2670320
450.soplex-247B_665,0.324834,748144,0.305062,688832,0.286084,646176,0.268631,608416,0.250142,577808,0.226343,522176,0.195648,434560,0.156471,324272,0.084464,245728,2386592
450.soplex-247B_672,0.291332,727680,0.276992,687392,0.262346,650832,0.247212,613664,0.230309,571648,0.209500,516688,0.181796,447696,0.144450,327616,0.070856,247104,2581888
450.soplex-247B_680,0.308357,706384,0.289562,651072,0.271500,610416,0.254901,573568,0.236961,546032,0.213162,489040,0.181918,400992,0.143718,289408,0.071771,235008,2375536
450.soplex-247B_687,0.307320,756688,0.290844,709008,0.273635,665280,0.256122,621328,0.237449,577456,0.215908,520496,0.188874,456704,0.153054,345552,0.082817,262800,2543904
450.soplex-247B_695,0.249836,645056,0.238547,614368,0.228051,590096,0.217555,565568,0.205229,535472,0.189424,491824,0.170018,426976,0.148233,350272,0.119308,319952,2684320
450.soplex-247B_701,0.179843,838976,0.164648,760720,0.149454,692400,0.133222,612544,0.114976,523024,0.094594,413408,0.073114,306656,0.050413,217536,0.030459,108704,4937280
450.soplex-247B_709,0.323186,672576,0.305733,624864,0.288586,591520,0.272354,555616,0.254535,530288,0.229943,486208,0.197052,385584,0.158729,286464,0.120468,221184,2146592
450.soplex-247B_715,0.299448,649008,0.288037,619808,0.276503,595616,0.264970,568528,0.251362,547808,0.231407,504512,0.201933,424352,0.162268,317936,0.092824,236320,2222816
450.soplex-247B_722,0.307625,748544,0.293224,708672,0.277663,669920,0.261065,623680,0.240988,584992,0.214382,511888,0.181674,403632,0.140910,323888,0.066218,221776,2501232
450.soplex-247B_729,0.308479,686720,0.292919,642384,0.278090,612640,0.264482,582224,0.249653,561216,0.229150,515424,0.199004,438464,0.158302,307888,0.085624,243376,2300864
450.soplex-247B_736,0.316046,723840,0.299631,679984,0.281996,639408,0.263445,590416,0.242880,549888,0.218776,486784,0.189119,418784,0.151345,318672,0.079399,244784,2361888
450.soplex-92B_0,0.149332,464512,0.139812,438560,0.131147,414560,0.122054,390176,0.110826,352800,0.096425,301680,0.077691,228080,0.040223,163616,0.000000,0,3315504
450.soplex-92B_8,0.182162,755792,0.168798,701152,0.155495,646240,0.141094,585472,0.124007,511984,0.102588,419232,0.078423,280624,0.056516,197360,0.034608,136032,4389280
450.soplex-92B_17,0.222254,708272,0.209256,671536,0.197113,632896,0.184786,596672,0.170629,550224,0.152627,484144,0.129743,408272,0.094228,321456,0.002144,11120,3362960
450.soplex-92B_27,0.246358,753424,0.232689,715840,0.219569,671904,0.206205,632800,0.191010,590944,0.172093,519072,0.148050,458928,0.113694,343040,0.027347,251056,3206928
450.soplex-92B_37,0.227807,683680,0.215725,654112,0.204130,617376,0.192231,581088,0.178379,541744,0.160011,480512,0.135479,407328,0.099110,302464,0.008369,208272,3149856
450.soplex-92B_47,0.236716,723488,0.224817,691360,0.213528,655904,0.201872,620736,0.188386,581600,0.170690,521712,0.147074,451696,0.112779,339184,0.026431,251840,3194944
450.soplex-92B_57,0.157997,800640,0.146280,745344,0.135235,693920,0.123519,637248,0.109911,556736,0.094472,464480,0.077447,375072,0.058652,273072,0.044067,173056,5410080
450.soplex-92B_66,0.238730,730976,0.225671,695152,0.212979,650480,0.200225,613200,0.186006,573376,0.168432,513120,0.145792,449760,0.118332,339264,0.082634,270736,3201984
450.soplex-92B_76,0.241659,749792,0.228600,714528,0.216274,675744,0.203581,638048,0.188691,593376,0.169225,522368,0.143779,451232,0.107714,329392,0.018498,237488,3257904
450.soplex-92B_86,0.235191,695424,0.223169,665184,0.211819,630464,0.200286,596432,0.187166,561136,0.169652,503600,0.145182,438704,0.109301,316096,0.020268,232336,3096752
450.soplex-92B_96,0.223475,709344,0.210660,674192,0.198455,634512,0.185823,594768,0.171361,547776,0.153176,481744,0.130476,407504,0.096059,321904,0.006965,220048,3338496
450.soplex-92B_106,0.171971,697776,0.162207,660672,0.153664,631360,0.145182,602912,0.135479,561472,0.123336,505744,0.108324,422160,0.086173,372064,0.058652,137920,4288960
450.soplex-92B_115,0.205290,776144,0.191621,727296,0.177951,676896,0.163062,616368,0.145548,549792,0.124190,457600,0.100086,338384,0.077569,244256,0.058774,191008,3986432
450.soplex-92B_124,0.232933,655056,0.220301,624352,0.208524,589024,0.196624,558512,0.182467,523728,0.163245,463680,0.138042,385136,0.102161,291808,0.016790,194128,2954640
450.soplex-92B_133,0.230614,710976,0.217494,673184,0.205107,632560,0.192536,599088,0.178379,551152,0.160194,491760,0.136273,416592,0.102527,315968,0.026431,219760,3232576
450.soplex-92B_143,0.231591,668960,0.219508,637040,0.208402,602688,0.197296,575120,0.183688,545856,0.165259,474512,0.141582,406752,0.108751,314224,0.033449,220896,3026160
450.soplex-92B_152,0.240622,756416,0.228539,721440,0.217311,685024,0.205534,653776,0.190583,615072,0.170018,526976,0.143840,451632,0.109362,336208,0.033327,231312,3285936
450.soplex-92B_162,0.193146,695536,0.183749,667072,0.175694,641296,0.167944,616832,0.159217,588304,0.148233,540448,0.134747,480896,0.115830,427488,0.088065,326512,3787504
450.soplex-92B_170,0.191132,759872,0.177219,705152,0.163306,649184,0.148355,590144,0.130781,517232,0.109117,422800,0.085685,291712,0.065852,221664,0.048888,174208,4203728
450.soplex-92B_179,0.264482,638480,0.253376,613808,0.242819,586368,0.232140,563216,0.218288,540240,0.198272,474608,0.171483,408720,0.136334,307200,0.064083,219872,2504112
450.soplex-92B_187,0.208219,727680,0.194794,685168,0.182223,639936,0.169225,598848,0.154519,544576,0.136212,476064,0.114304,368464,0.080986,308320,0.002083,5408,3700224
450.soplex-92B_198,0.229211,689984,0.216762,655744,0.204924,618848,0.192658,586768,0.178623,539888,0.161048,479472,0.139019,415808,0.107531,325712,0.027103,232480,3154576
450.soplex-92B_208,0.235923,788848,0.222376,745776,0.209317,699552,0.195892,659440,0.180514,607600,0.161231,528576,0.137554,455152,0.105700,346304,0.026126,268800,3504656
450.soplex-92B_219,0.158302,728016,0.148965,688288,0.140605,654816,0.132123,620496,0.122176,572944,0.109911,506688,0.094716,421104,0.074456,351440,0.053953,173504,4868288
450.soplex-92B_228,0.234520,785296,0.220240,731008,0.206510,686656,0.192292,641888,0.175327,594592,0.154458,496032,0.130292,413920,0.103992,316608,0.076653,242416,3497008
450.soplex-92B_237,0.220606,734880,0.208463,696480,0.197296,661392,0.186189,629488,0.173741,586720,0.157875,528288,0.136883,456624,0.107165,348912,0.036195,263040,3505968
450.soplex-92B_248,0.198577,706576,0.185518,663504,0.173436,622080,0.161231,581840,0.147623,532352,0.131269,465136,0.111619,380656,0.081596,308592,0.001839,189936,3774128
450.soplex-92B_259,0.218593,691280,0.206327,654336,0.194977,620048,0.183627,588560,0.170873,545776,0.154580,491664,0.133222,411488,0.103198,322000,0.038575,235584,3326304
450.soplex-92B_269,0.216457,699872,0.203825,661168,0.192292,625200,0.180697,593152,0.166906,551680,0.149637,475968,0.128401,408192,0.097828,321104,0.023380,220160,3409824
450.soplex-92B_279,0.162635,763216,0.151895,718400,0.141704,674512,0.130720,625216,0.117966,558048,0.103137,471472,0.086539,390224,0.067988,300112,0.052488,191136,4989920
450.soplex-92B_287,0.214138,680320,0.200957,641264,0.188752,603104,0.176792,566544,0.163550,526688,0.147318,468304,0.126997,399088,0.103015,305888,0.072443,249632,3357472
450.soplex-92B_297,0.212368,723568,0.199859,682784,0.188203,643632,0.176609,605760,0.163977,563408,0.148660,505472,0.129377,438000,0.099598,349728,0.022648,241824,3587888
450.soplex-92B_308,0.220667,757680,0.208219,718192,0.196868,682608,0.185274,646480,0.171788,599552,0.154946,528048,0.133466,456032,0.102588,345824,0.026370,262000,3623312
450.soplex-92B_319,0.218166,728784,0.206693,693888,0.196136,660752,0.185518,626672,0.173436,588576,0.157753,528096,0.137005,458192,0.107043,349760,0.033022,271520,3508432
450.soplex-92B_330,0.187044,691872,0.176914,658256,0.168188,631936,0.159706,602064,0.150308,569728,0.139202,517792,0.126143,462720,0.108202,410208,0.082084,318464,3907024
450.soplex-92B_339,0.184542,787456,0.171666,731424,0.159156,680432,0.145853,625888,0.130170,556208,0.110765,460896,0.088675,350240,0.067744,248128,0.049315,179600,4508048
450.soplex-92B_348,0.199187,706848,0.186495,664992,0.174900,626576,0.163306,587568,0.150308,543136,0.134259,477280,0.114426,395840,0.084159,314816,0.005867,210912,3764336
450.soplex-92B_359,0.211697,723280,0.199431,683392,0.187898,644928,0.176304,606992,0.163428,562768,0.147989,502368,0.128767,437152,0.099110,348528,0.022282,241776,3593920
450.soplex-92B_370,0.216823,681456,0.204557,646880,0.193207,612800,0.181735,577200,0.168737,539088,0.152749,478976,0.132306,417024,0.102161,318832,0.026492,239808,3314416
450.soplex-92B_380,0.216579,684080,0.204008,647136,0.192475,613312,0.180819,578912,0.167455,537328,0.150918,472384,0.130476,409264,0.100635,318576,0.025394,242176,3334384
450.soplex-92B_390,0.153542,697520,0.144328,662000,0.136151,629008,0.127729,594160,0.117478,549552,0.104480,476480,0.089163,383520,0.069941,317200,0.050596,156736,4823056
